user_id,seq_id,keycode,press_time,release_time
0,0,145,0.12968549340190705,0.18885773721252755
0,0,42,0.22518947047294574,0.30020801961014504
0,0,108,0.3065994914339436,0.37276245748423636
0,0,94,0.41398095984642314,0.5093686951436031
0,0,228,0.5177571650420876,0.6014096388783102
0,0,156,0.6658821763029625,0.7632451458622851
0,0,219,0.7304774748456864,0.8196691918107266
0,0,151,0.8252494606842101,0.8785086676312577
0,0,195,0.982811899978058,1.05150533534402
0,0,223,1.269923761291937,1.3263471139617502
0,0,241,1.5208384517182916,1.5969647797254523
0,0,243,1.6008089393724787,1.6654853341288056
0,0,125,1.8869913683148598,1.970641746243828
0,0,230,1.9686141321273598,2.065766247807415
0,0,5,2.140093874254187,2.2234943969364136
0,0,158,2.405048563332848,2.500674050437245
0,0,150,2.7004522488887015,2.7775668357786074
0,0,26,2.7833809692842615,2.846780236386341
0,0,6,2.9080693688421073,2.986189458513041
0,0,124,3.1771319091779917,3.2461625102965503
0,0,166,3.2773355185150095,3.3428069244290386
0,0,179,3.390136371057563,3.47244752731916
0,0,121,3.479780474137427,3.5325199968363115
0,0,66,3.572610282200948,3.6468213991844776
0,0,107,3.857315273270641,3.9340630128064142
0,0,42,4.099339033379613,4.174694173576541
0,0,46,4.219665417868086,4.315523542907434
0,0,80,4.30513203676338,4.3735131262987235
0,0,68,4.58725287786366,4.6438061802569015
0,0,126,4.803445991833527,4.889052532798868
0,0,191,5.024500469805413,5.116128030266514
0,0,175,5.269695532902854,5.365342678098734
0,0,37,5.545185067802304,5.622827946030328
0,0,149,5.739476125998132,5.838491590730383
0,0,14,6.020313189765175,6.1125201586712485
0,0,19,6.286514577057136,6.352930770514415
0,0,211,6.506665362083075,6.576503024249463
0,0,6,6.688765041114991,6.785752983707283
0,0,195,6.745972024480272,6.820068801987495
0,0,228,6.851130013133787,6.902582356079222
0,0,245,6.991918564619439,7.054294541908022
0,0,31,7.064149006240202,7.12988270565784
0,0,10,7.317142853536202,7.4160135237889735
0,0,222,7.504253886487976,7.559734279861415
0,0,44,7.692966437889221,7.786402836312564
0,0,96,7.743239393221347,7.8039442796364895
0,0,69,8.00538662539771,8.060845652981412
0,0,146,8.059265619735932,8.15167646708537
0,0,229,8.345392886519756,8.423410295279893
0,0,115,8.46576014533133,8.527796240948906
0,0,102,8.668752312848618,8.76369753304227
0,0,12,8.914580117390665,8.973967062308224
0,0,244,9.194565735754267,9.26210417680088
0,0,229,9.456219553674115,9.541796821324159
0,0,161,9.743837551041885,9.799427186658255
0,0,114,9.870217511306468,9.941955963969551
0,0,154,10.064675846837845,10.138196189688419
0,0,84,10.141933515851312,10.23516515328505
0,0,229,10.192892183112308,10.245460589604159
0,0,201,10.413569665685595,10.476611847608973
0,0,240,10.703440668314132,10.756085102924116
0,0,127,10.907307846207667,10.97217327971197
0,0,185,11.130543458843098,11.217256367880971
0,0,200,11.191274051259361,11.28068897792063
0,0,226,11.417547708433917,11.486027513984121
0,0,214,11.60283944760221,11.700867503576157
0,0,152,11.896697044174314,11.973283150902871
0,0,75,12.089090641682125,12.170108463269322
0,0,175,12.182807568466918,12.245972498411563
0,0,55,12.350611846564362,12.446545532297543
0,1,170,0.16846610137002033,0.22491021288231003
0,1,91,0.27358185454983125,0.3556693905838247
0,1,240,0.4505842487140327,0.5264019167412162
0,1,167,0.5503402454763846,0.6124481904060659
0,1,195,0.7887081240244183,0.8665050788193509
0,1,76,0.9452236528566916,1.0411084453142148
0,1,181,1.0215480542542414,1.087523316105391
0,1,73,1.26305234845997,1.3410364554398073
0,1,197,1.3580898256878597,1.443290956328341
0,1,226,1.5571024453336688,1.6220468598158626
0,1,165,1.8338590108810673,1.9050340264408268
0,1,90,1.9645778515036514,2.025390553995961
0,1,54,2.2427163799607985,2.308848928566065
0,1,122,2.4347659914161106,2.49181059251133
0,1,155,2.7252431710589406,2.8073436434079304
0,1,55,2.8977383526937115,2.9537112340877005
0,1,61,2.9630040838924003,3.021981674461024
0,1,73,3.1084102371697355,3.1731460207653117
0,1,187,3.4054855812483393,3.486387937848845
0,1,207,3.6742805124933557,3.753292132917777
0,1,68,3.9196004796209447,3.9936296472489374
0,1,43,4.062015401608972,4.143699611825382
0,1,157,4.1168212908625055,4.1750935958181286
0,1,187,4.31086991030519,4.398240033578935
0,1,14,4.588777027503724,4.663250628121519
0,1,31,4.641963355192673,4.735181502898957
0,1,127,4.763113457068344,4.823852909587738
0,1,9,4.975749447604999,5.02800356565529
0,1,10,5.129254257128497,5.206127406386354
0,1,112,5.222408085791234,5.297592279977854
0,1,237,5.507195147247263,5.600050403228107
0,1,172,5.798968930677481,5.851178121111274
0,1,111,5.857060021940691,5.916436841991154
0,1,232,5.9089297721934,5.976654600075831
0,1,142,6.160480245118031,6.24762140152033
0,1,249,6.262800014667604,6.359154632565797
0,1,38,6.556899773330905,6.637744116231987
0,1,7,6.766120275990798,6.858414843951444
0,1,225,7.0633428858387,7.137761003205769
0,1,93,7.175500726691814,7.247287725200286
0,1,210,7.315151245048335,7.402397135383795
0,1,158,7.532892078781247,7.6231502436378
0,1,65,7.76475477555215,7.849501135922543
0,1,119,8.025635159724258,8.119429427956547
0,1,56,8.21022606971842,8.303496175561731
0,1,192,8.389534122785566,8.486076945141152
0,1,30,8.602980385896494,8.658446396931973
0,1,187,8.807758181967637,8.898860753106941
0,1,29,8.878288721581853,8.938956819751601
0,1,231,8.947598226237679,9.01713502217324
0,1,190,9.23255424134147,9.318542772008799
0,1,34,9.52097561256232,9.591572185611648
0,1,32,9.746877583564068,9.845354478843937
0,1,154,9.845385565880619,9.914007813009185
0,1,70,9.994920449730843,10.061350852805003
0,1,125,10.136242176733552,10.22659687753548
0,1,116,10.225285682599862,10.2929095309979
0,1,99,10.468747495477512,10.554212763913869
0,1,107,10.629825779654219,10.695147907231645
0,1,172,10.779183767973159,10.878771029143097
0,1,46,10.914049933057768,10.979432228603116
0,1,97,11.116394754557474,11.191641514004088
0,1,85,11.318888169312176,11.381577921167004
0,1,70,11.418082043334671,11.494253527087002
0,1,85,11.490498707546038,11.54101605241974
0,1,145,11.614368901138786,11.66665233062504
0,1,12,11.694499305668774,11.77306967881285
0,1,86,11.815054331943765,11.889619129202382
0,1,179,12.027321503119042,12.098746484442259
0,1,125,12.271421664127994,12.344673035488793
0,2,67,0.06245977273665264,0.11356305985191721
0,2,43,0.2598213126167499,0.3219648182075891
0,2,143,0.4823396870136203,0.5659068164650212
0,2,45,0.5654150434051097,0.6446243896139698
0,2,161,0.6899974889387257,0.7781474525339437
0,2,249,0.9296817490605807,0.9932420899531949
0,2,189,1.1121340049606465,1.2008952311699002
